train_batch2,curves/F1-Confidence(B)_table,curves/Precision-Confidence(B)_table,metrics/mAP50-95(B),val_batch2_labels,results,val_batch0_pred,curves/Recall-Confidence(B)_table,model/parameters,labels,train/dfl_loss,val/dfl_loss,confusion_matrix_normalized,train_batch6571,lr/pg0,metrics/recall(B),metrics/precision(B),P_curve,train_batch0,val/cls_loss,R_curve,val_batch1_pred,val_batch0_labels,model/GFLOPs,metrics/mAP50(B),val/box_loss,F1_curve,train_batch1,val_batch2_pred,train_batch6572,_step,train/cls_loss,_runtime,_timestamp,confusion_matrix,lr/pg2,model/speed_PyTorch(ms),lr/pg1,PR_curve,train_batch6570,curves/Precision-Recall(B)_table,train/box_loss,val_batch1_labels,variant,seed,run_name,epoch
,,,0.41698,,,,,,,5.41745,7.33557,,,0.00017601829389220065,0.63636,0.74004,,,1.15899,,,,,0.70088,5.94924,,,,,61,0.98274,2125.118825362,1780017199.1337166,,0.00017601829389220065,,0.00017601829389220065,,,,4.13227,,sizeaware,2024,sizeaware_seed2024,61
,,,0.41719,,,,,,,5.28404,7.40563,,,0.00016866236473929043,0.65428,0.71005,,,1.18791,,,,,0.69974,5.98823,,,,,62,0.95588,2159.158867502,1780017233.3919876,,0.00016866236473929043,,0.00016866236473929043,,,,4.03226,,sizeaware,2024,sizeaware_seed2024,62
,,,0.42049,,,,,,,5.27612,7.33898,,,0.00016138917321054225,0.64048,0.74067,,,1.133,,,,,0.70956,5.93986,,,,,63,0.94017,2192.722968598,1780017267.2589402,,0.00016138917321054225,,0.00016138917321054225,,,,4.04461,,sizeaware,2024,sizeaware_seed2024,63
,,,0.41419,,,,,,,5.24542,7.42695,,,0.0001542058970678918,0.66258,0.70309,,,1.17112,,,,,0.69903,6.02654,,,,,64,0.92615,2226.097396374,1780017300.7135062,,0.0001542058970678918,,0.0001542058970678918,,,,4.00162,,sizeaware,2024,sizeaware_seed2024,64
,,,0.42109,,,,,,,5.18314,7.3796,,,0.0001471196253376445,0.6455,0.73655,,,1.12152,,,,,0.70604,6.03907,,,,,65,0.92194,2259.831767319,1780017334.032839,,0.0001471196253376445,,0.0001471196253376445,,,,3.89179,,sizeaware,2024,sizeaware_seed2024,65
,,,0.42103,,,,,,,5.19417,7.35119,,,0.0001401373513144622,0.648,0.73839,,,1.13125,,,,,0.70827,5.95167,,,,,66,0.90861,2292.930504465,1780017367.7656076,,0.0001401373513144622,,0.0001401373513144622,,,,3.92281,,sizeaware,2024,sizeaware_seed2024,66
,,,0.41272,,,,,,,5.16223,7.41232,,,0.00013326596565982546,0.64795,0.7286,,,1.14674,,,,,0.70105,6.01474,,,,,67,0.89379,2327.360475789,1780017402.1475682,,0.00013326596565982546,,0.00013326596565982546,,,,3.87931,,sizeaware,2024,sizeaware_seed2024,67
,,,0.41757,,,,,,,5.15697,7.36451,,,0.0001265122496017831,0.63488,0.7459,,,1.1525,,,,,0.70488,5.9606,,,,,68,0.9052,2362.836845298,1780017435.3293939,,0.0001265122496017831,,0.0001265122496017831,,,,3.84899,,sizeaware,2024,sizeaware_seed2024,68
,,,0.42083,,,,,,,5.13376,7.55329,,,0.00011988286824269823,0.64144,0.73547,,,1.14781,,,,,0.71022,6.05265,,,,,69,0.88866,2396.017284303,1780017470.8280969,,0.00011988286824269823,,0.00011988286824269823,,,,3.76209,,sizeaware,2024,sizeaware_seed2024,69
,,,0.41751,,,,,,,5.07183,7.49396,,,0.00011338436398159763,0.64717,0.72675,,,1.14977,,,,,0.70444,6.00235,,,,,70,0.86353,2429.789771323,1780017503.9488268,,0.00011338436398159763,,0.00011338436398159763,,,,3.74339,,sizeaware,2024,sizeaware_seed2024,70
,,,0.41452,,,,,,,5.0506,7.45893,,,0.00010702315005761298,0.62859,0.75526,,,1.14588,,,,,0.70504,6.03825,,,,,71,0.86704,2463.866901998,1780017538.0658426,,0.00010702315005761298,,0.00010702315005761298,,,,3.70211,,sizeaware,2024,sizeaware_seed2024,71
,,,0.416,,,,,,,5.03839,7.547,,,0.0001008055042208883,0.6668,0.70253,,,1.1477,,,,,0.7078,6.05844,,,,,72,0.85331,2497.558563862,1780017571.876027,,0.0001008055042208883,,0.0001008055042208883,,,,3.69533,,sizeaware,2024,sizeaware_seed2024,72
,,,0.41678,,,,,,,4.9918,7.59131,,,9.473756253719929e-05,0.65178,0.72974,,,1.14193,,,,,0.70369,6.06065,,,,,73,0.85501,2530.945479437,1780017605.5179782,,9.473756253719929e-05,,9.473756253719929e-05,,,,3.65666,,sizeaware,2024,sizeaware_seed2024,73
,,,0.42023,,,,,,,5.0667,7.61535,,,8.882531333239618e-05,0.64517,0.74771,,,1.12916,,,,,0.70642,6.07867,,,,,74,0.85656,2564.331346031,1780017638.9179904,,8.882531333239618e-05,,8.882531333239618e-05,,,,3.70846,,sizeaware,2024,sizeaware_seed2024,74
,,,0.42433,,,,,,,4.97685,7.48591,,,8.307459128264955e-05,0.65694,0.74165,,,1.11403,,,,,0.71236,6.0018,,,,,75,0.82512,2598.021890675,1780017672.4263413,,8.307459128264955e-05,,8.307459128264955e-05,,,,3.62534,,sizeaware,2024,sizeaware_seed2024,75
,,,0.42308,,,,,,,4.93496,7.58882,,,7.749107165632952e-05,0.66536,0.73392,,,1.11607,,,,,0.71278,6.07828,,,,,76,0.82625,2631.580046519,1780017706.0560024,,7.749107165632952e-05,,7.749107165632952e-05,,,,3.56838,,sizeaware,2024,sizeaware_seed2024,76
,,,0.42895,,,,,,,4.96118,7.64361,,,7.208026471320073e-05,0.66523,0.72591,,,1.12431,,,,,0.7137,6.06048,,,,,77,0.80642,2665.076573117,1780017739.6377962,,7.208026471320073e-05,,7.208026471320073e-05,,,,3.56693,,sizeaware,2024,sizeaware_seed2024,77
,,,0.42079,,,,,,,4.95323,7.72246,,,6.684751026646124e-05,0.65791,0.73831,,,1.12285,,,,,0.70966,6.13371,,,,,78,0.80984,2699.232765509,1780017773.6732826,,6.684751026646124e-05,,6.684751026646124e-05,,,,3.54677,,sizeaware,2024,sizeaware_seed2024,78
,,,0.42193,,,,,,,4.91057,7.69674,,,6.179797241299223e-05,0.66819,0.719,,,1.13584,,,,,0.71181,6.0707,,,,,79,0.81465,2734.900725719,1780017807.2396035,,6.179797241299223e-05,,6.179797241299223e-05,,,,3.48062,,sizeaware,2024,sizeaware_seed2024,79
,,,0.42499,,,,,,,4.88012,7.75443,,,5.693663443701663e-05,0.66178,0.73281,,,1.11012,,,,,0.71715,6.10076,,,,,80,0.78975,2768.575233356,1780017842.9817061,,5.693663443701663e-05,,5.693663443701663e-05,,,,3.4085,,sizeaware,2024,sizeaware_seed2024,80
,,,0.42356,,,,,,,4.88869,7.67047,,,5.22682938922005e-05,0.66553,0.71936,,,1.10748,,,,,0.70759,6.07561,,,,,81,0.80898,2802.126140736,1780017876.6423123,,5.22682938922005e-05,,5.22682938922005e-05,,,,3.49078,,sizeaware,2024,sizeaware_seed2024,81
,,,0.42051,,,,,,,4.88488,7.76457,,,4.7797557867045985e-05,0.66513,0.72025,,,1.11907,,,,,0.71124,6.09714,,,,,82,0.79146,2836.212131058,1780017910.0616722,,4.7797557867045985e-05,,4.7797557867045985e-05,,,,3.41986,,sizeaware,2024,sizeaware_seed2024,82
,,,0.41599,,,,,,,4.82892,7.7773,,,4.3528838438251336e-05,0.66307,0.72026,,,1.12615,,,,,0.70416,6.12225,,,,,83,0.76921,2869.909786612,1780017944.2868445,,4.3528838438251336e-05,,4.3528838438251336e-05,,,,3.34192,,sizeaware,2024,sizeaware_seed2024,83
,,,0.42016,,,,,,,4.83687,7.77061,,,3.946634831652396e-05,0.67656,0.71721,,,1.11883,,,,,0.71012,6.12415,,,,,84,0.76657,2905.042540257,1780017979.6516762,,3.946634831652396e-05,,3.946634831652396e-05,,,,3.38298,,sizeaware,2024,sizeaware_seed2024,84
,,,0.41877,,,,,,,4.81067,7.80006,,,3.561409668914378e-05,0.64576,0.74393,,,1.11893,,,,,0.70798,6.1272,,,,,85,0.77276,2941.040162581,1780018013.0099404,,3.561409668914378e-05,,3.561409668914378e-05,,,,3.34313,,sizeaware,2024,sizeaware_seed2024,85
,,,0.41946,,,,,,,4.8439,7.76949,,,3.1975885263378965e-05,0.65693,0.73915,,,1.12105,,,,,0.70947,6.1104,,,,,86,0.76892,2977.031441879,1780018048.9905298,,3.1975885263378965e-05,,3.1975885263378965e-05,,,,3.34114,,sizeaware,2024,sizeaware_seed2024,86
,,,0.42185,,,,,,,4.79151,7.79025,,,2.855530451466021e-05,0.66382,0.73735,,,1.11156,,,,,0.71319,6.11926,,,,,87,0.767,3011.216064826,1780018085.846539,,2.855530451466021e-05,,2.855530451466021e-05,,,,3.31003,,sizeaware,2024,sizeaware_seed2024,87
,,,0.41842,,,,,,,4.79258,7.8708,,,2.5355730143214685e-05,0.65899,0.73246,,,1.12047,,,,,0.70844,6.13423,,,,,88,0.75624,3044.561021421,1780018119.1833444,,2.5355730143214685e-05,,2.5355730143214685e-05,,,,3.29304,,sizeaware,2024,sizeaware_seed2024,88
,,,0.42256,,,,,,,4.75313,7.81659,,,2.2380319742657805e-05,0.65407,0.74293,,,1.10554,,,,,0.71266,6.11158,,,,,89,0.7471,3078.233051595,1780018152.5686116,,2.2380319742657805e-05,,2.2380319742657805e-05,,,,3.25867,,sizeaware,2024,sizeaware_seed2024,89
,,,0.4207,,,,,,,4.83065,7.8418,,,1.9632009683829166e-05,0.66535,0.73839,,,1.11903,,,,,0.7119,6.14164,,,,,90,0.74618,3115.260940538,1780018187.934856,,1.9632009683829166e-05,,1.9632009683829166e-05,,,,3.31622,,sizeaware,2024,sizeaware_seed2024,90
,,,0.40629,,,,,,,4.70822,8.0532,,"{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6571_91_9829c11e64e6d383bd2b.jpg', 'sha256': '9829c11e64e6d383bd2bd34de9c5e3410cf1efde13127075c52ca88d5a71d59f', 'size': 627123}",1.7113512216949455e-05,0.66192,0.71245,,,1.15106,,,,,0.69652,6.19285,,,,"{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6572_91_afcb365527ab32114917.jpg', 'sha256': 'afcb365527ab32114917c17779dd8bd9b8488cf7c77a3a1380fa1e368ec3ad7a', 'size': 591105, 'height': 1920}",91,0.71808,3151.144879586,1780018225.832159,,1.7113512216949455e-05,,1.7113512216949455e-05,,"{'size': 654976, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6570_91_a51c62a5ba5a4742c4af.jpg', 'sha256': 'a51c62a5ba5a4742c4aff42e65c48244e5a9b68b4b49920bf051b6aa12db9a08'}",,3.18412,,sizeaware,2024,sizeaware_seed2024,91
,,,0.41122,,,,,,,4.62268,8.00623,,,1.4827312794956637e-05,0.66161,0.7173,,,1.13767,,,,,0.70277,6.17817,,,,,92,0.66743,3184.014576536,1780018258.9556625,,1.4827312794956637e-05,,1.4827312794956637e-05,,,,3.05528,,sizeaware,2024,sizeaware_seed2024,92
,,,0.41159,,,,,,,4.61158,7.99901,,,1.2775667620663789e-05,0.65382,0.73245,,,1.14056,,,,,0.70219,6.17634,,,,,93,0.66175,3216.838977878,1780018291.795349,,1.2775667620663789e-05,,1.2775667620663789e-05,,,,3.05977,,sizeaware,2024,sizeaware_seed2024,93
,,,0.41342,,,,,,,4.58564,7.98936,,,1.0960601420160032e-05,0.6489,0.7344,,,1.13719,,,,,0.70186,6.15647,,,,,94,0.64791,3249.752774146,1780018324.66067,,1.0960601420160032e-05,,1.0960601420160032e-05,,,,3.01016,,sizeaware,2024,sizeaware_seed2024,94
,,,0.41572,,,,,,,4.59334,7.99879,,,9.383905444649509e-06,0.65177,0.7365,,,1.13294,,,,,0.70444,6.16163,,,,,95,0.64509,3282.50224447,1780018357.5230932,,9.383905444649509e-06,,9.383905444649509e-06,,,,2.99252,,sizeaware,2024,sizeaware_seed2024,95
,,,0.41601,,,,,,,4.56337,7.98271,,,8.047135702703378e-06,0.64892,0.74418,,,1.13397,,,,,0.70599,6.14691,,,,,96,0.63178,3317.5805933,1780018390.2808487,,8.047135702703378e-06,,8.047135702703378e-06,,,,2.95816,,sizeaware,2024,sizeaware_seed2024,96
,,,0.41586,,,,,,,4.55613,7.96463,,,6.95161142466677e-06,0.64905,0.74556,,,1.13514,,,,,0.70581,6.1346,,,,,97,0.6332,3350.370964242,1780018425.3581324,,6.95161142466677e-06,,6.95161142466677e-06,,,,2.96166,,sizeaware,2024,sizeaware_seed2024,97
,,,0.41621,,,,,,,4.57329,7.99365,,,6.09841376073772e-06,0.64854,0.7454,,,1.12795,,,,,0.70665,6.15097,,,,,98,0.63395,3383.137839396,1780018458.1354055,,6.09841376073772e-06,,6.09841376073772e-06,,,,2.96667,,sizeaware,2024,sizeaware_seed2024,98
,,,0.41577,,,,,,,4.54468,7.99416,,,5.488384714002814e-06,0.64841,0.74797,,,1.13065,,,,,0.70808,6.15445,,,,,99,0.63086,3415.93148375,1780018490.9094305,,5.488384714002814e-06,,5.488384714002814e-06,,,,2.93034,,sizeaware,2024,sizeaware_seed2024,99
,"{'_latest_artifact_path': 'wandb-client-artifact://dhp44pybq4vem4dlhbhm92wzbd0uhfcb7u19t58yse3kbuustdimuofs28br0cfevye6xiq4wgv79bhuohr6nypzai3q4bv927oos7a86856bslmwrd63li69zyb2nmi:latest/curves/F1-Confidence(B)_table.table.json', 'sha256': 'aca9102ded67397123492738227729344281528a223f6bfa06a0d13f1fca8be2', 'log_mode': 'IMMUTABLE', 'size': 7921, 'nrows': 400, 'ncols': 3, 'artifact_path': 'wandb-client-artifact://6f8gnljnfy1tfw495et0z7yz8jatcxhig1kzj8q68o0a30q7k3cq526h3hedfzs3ea8rs3dli7pu5czb5cjusk7lnb1zy4uvqatd6tnmsz6au0h91wf44mjq7zio1a1k/curves/F1-Confidence(B)_table.table.json', 'path': 'media/table/curves/F1-Confidence(B)_table_100_aca9102ded6739712349.table.json', '_type': 'table-file'}","{'log_mode': 'IMMUTABLE', 'sha256': '40130a13b0d8a67edffcf53f7dc24a9b3646ba8549c981e4d4525cd63c266eec', '_latest_artifact_path': 'wandb-client-artifact://bmyr3nhirpwils1gorld1e2fcgyyvng3z6vre80ax91wgeimhihljnchbh68ncvcgckpvij8kox05acww6cxu3l41t1aadn2cu2tmaz2xih7akj6km7fvbye4s7pte97:latest/curves/Precision-Confidence(B)_table.table.json', 'ncols': 3, 'size': 7902, 'artifact_path': 'wandb-client-artifact://n01lwotleqxzdwrsk3gdcb1pfny7a14odlc7qvb3cdem91g4fbar083pfaou2mqb25lpzpwskb4h2wfc6m9bjrlxtartyx5ptvi3gs3olx5q4kiqkpf2eognazf4nowm/curves/Precision-Confidence(B)_table.table.json', '_type': 'table-file', 'nrows': 400, 'path': 'media/table/curves/Precision-Confidence(B)_table_100_40130a13b0d8a67edffc.table.json'}",0.42897330942771605,"{'path': 'media/images/val_batch2_labels_100_ec183fed6f1bd8bce281.jpg', 'sha256': 'ec183fed6f1bd8bce2811c709d1755b5f4673184f1ee545c7fe04d707f5cf85d', 'size': 941077, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg'}","{'size': 264538, 'height': 1200, 'width': 2400, '_type': 'image-file', 'format': 'png', 'path': 'media/images/results_100_631cf13a8485cd42953a.png', 'sha256': '631cf13a8485cd42953ab15c572a395d1e520a008c5ed62ec29f66a506d197bf'}","{'size': 850841, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch0_pred_100_3503bb1f9368ae73ea62.jpg', 'sha256': '3503bb1f9368ae73ea62dd5b8fc1adae36688830166ecc2e5396c3511e111fc2'}","{'_type': 'table-file', 'sha256': 'ece9bec92720e3b76fbdd82e522db0b70d244e284902f333655fbad409827a17', 'size': 7918, 'ncols': 3, '_latest_artifact_path': 'wandb-client-artifact://e230ngzon6e2k9y2tqxexl4awqjxuk3r6d2tjss19zkgyq9lzo2rbty2hy0sm2166j7kxaj6ovl80vz0xxbxz3ezo052smif1ogklt4a0gquq0l0lhxri3b6vqhgutce:latest/curves/Recall-Confidence(B)_table.table.json', 'nrows': 400, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://fdtinsv1zy3sfeh4vhg71j2jzere6vm268rhjxhlc869xpm8mfyi54ku6gzdq2ykx4zurvwix0j0t800372jjv41f12q462gmhaway9s526zxm9gzgzdbm6itb89sqnw/curves/Recall-Confidence(B)_table.table.json', 'path': 'media/table/curves/Recall-Confidence(B)_table_100_ece9bec92720e3b76fbd.table.json'}",,,4.52442,8.00294,"{'sha256': 'a27c6f5f9ce98b47088c8b37c23fe2bca3433afd23bdf6eacef810776b194e8c', 'size': 113172, 'height': 2250, 'width': 3000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/confusion_matrix_normalized_100_a27c6f5f9ce98b47088c.png'}",,5.122126309481445e-06,0.6651987937566685,0.7259658837847839,"{'path': 'media/images/P_curve_100_53f01cc17b2af0800a0c.png', 'sha256': '53f01cc17b2af0800a0ca4166e252725b9bf5e0c487a88eb31004d8e5eae8a3c', 'size': 168433, 'height': 1500, 'width': 2250, '_type': 'image-file', 'format': 'png'}",,1.13231,"{'height': 1500, 'width': 2250, '_type': 'image-file', 'format': 'png', 'path': 'media/images/R_curve_100_24e337d2de6a0e1fc1c4.png', 'sha256': '24e337d2de6a0e1fc1c4127fc4e29bff6d0d6d7230cc0d84cae37da51edf0b2b', 'size': 169727}","{'sha256': 'a28206a58a1a0a9bf9aa9f444249fae99d9a28d8800377f177061122b84282a9', 'size': 896459, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch1_pred_100_a28206a58a1a0a9bf9aa.jpg'}","{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch0_labels_100_191276c6f2c0357df44e.jpg', 'sha256': '191276c6f2c0357df44e7eb8ef7d165ea3046b08d018116d8f819c80923a7bf7', 'size': 848160, 'height': 1920}",,0.7137667664278323,6.15945,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/F1_curve_100_b09748e42d18fd9ec020.png', 'sha256': 'b09748e42d18fd9ec020e78248ad04caf5945d9af9e01fd8c6fed963ffe57e0f', 'size': 176294, 'height': 1500, 'width': 2250}",,"{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch2_pred_100_cc2b0ca48e40dbb4fc6b.jpg', 'sha256': 'cc2b0ca48e40dbb4fc6b87fa0d63ca9cf6b8b32c442165ccb49b3d913144a5ac', 'size': 959557, 'height': 1920}",,100,0.63494,3431.586754704,1780018534.9038908,"{'format': 'png', 'path': 'media/images/confusion_matrix_100_9d74c3787db7635a6328.png', 'sha256': '9d74c3787db7635a632846dc97bb41251c588212469a4ba4d3e9c7441317573a', 'size': 101701, 'height': 2250, 'width': 3000, '_type': 'image-file'}",5.122126309481445e-06,,5.122126309481445e-06,"{'path': 'media/images/PR_curve_100_ef278c8e7604745c7fe8.png', 'sha256': 'ef278c8e7604745c7fe866049ee4c48dfd57b4ebe78dabbbaa35dda58427a7b6', 'size': 166654, 'height': 1500, 'width': 2250, '_type': 'image-file', 'format': 'png'}",,"{'artifact_path': 'wandb-client-artifact://mwfbob80g45kxqttpa8zcg9mq1er7eamexorog3oirc3f7orus7es9r245g4n64eowm6vozwgyw091by2vv7zspaz14codrslhdqtwfsrrsdwe65imw59q2shyjijw0d/curves/Precision-Recall(B)_table.table.json', 'ncols': 3, 'nrows': 400, 'path': 'media/table/curves/Precision-Recall(B)_table_100_93601d70d10e0905ac84.table.json', 'sha256': '93601d70d10e0905ac8407ab29c7ef41763a707d3d46da8e358e5b8f374bd295', 'size': 7901, 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://yrgjgjnqmmrqn232rpfdpdjm9g5wn33hfmhgy65ulv3aau6fulfo0bem0wvafqwguintkt3uos9ibyjfyu7j57h7fwkiewy8dlqlx4d96524ws2i8xc5g7ihy28ajco9:latest/curves/Precision-Recall(B)_table.table.json', '_type': 'table-file'}",2.94141,"{'size': 881614, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch1_labels_100_a2a2ab952c9f8ac03332.jpg', 'sha256': 'a2a2ab952c9f8ac03332345e661df279322cbe5c7faa2e822a78e6875f6b181f'}",sizeaware,2024,sizeaware_seed2024,100
